sentiment,news
pos,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .
pos,"Operating profit surged to EUR21m from EUR106 ,000 ."
pos,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 ."
pos,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn ."
pos,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn ."
pos,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn ."
pos,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods ."
pos,Orders received grew by 55 % year-on-year to EUR732m .
pos,Orion Pharma 's operating profit increased by 42.5 % from 2004 .
pos,Passenger volumes rose by 8.4 % in the accounting period .
pos,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .
pos,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland ."
pos,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .
pos,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 ."
pos,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .
pos,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn ."
pos,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year ."
pos,Previously the company has estimated its operating profit to reach the level of 2005 only .
pos,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
pos,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn ."
pos,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 ."
pos,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .
pos,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday ."
pos,Revenues at the same time grew 14 percent to 43 million euros .
pos,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland ."
pos,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 ."
pos,Sales of clothing developed best .
pos,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .
pos,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 ."
pos,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year ."
pos,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters ."
pos,That would be an increase from estimated sales of 117 million last year .
pos,The agreement expands Tekla Structures ' scope of use to bridge design .
pos,The aim is to increase sales by at least one fifth in 2006 .
pos,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ."
pos,The company expects its net sales in 2008 to increase 5-10 % from 2007 .
pos,The company expects its net sales in the first half of 2008 to reach the previous year 's level .
pos,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt ."
pos,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year ."
pos,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .
pos,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 ."
pos,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent ."
pos,"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) ."
pos,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier ."
pos,The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .
pos,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .
pos,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .
pos,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .
pos,The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .
pos,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .
pos,"There has been some recovery of the base metals prices and increased demand for metals in China , however ."
pos,"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide ."
pos,"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers ."
pos,Total operating revenue grew by 27.6 % year-on-year to EUR61m .
pos,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .
pos,"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla ."
pos,"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers ."
pos,"With the acquisition , the company will expand its offering to North , Central and South America , it said ."
pos,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said ."
pos,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .
pos,"`` BasWare 's product sales grew strongly in the financial period , by 24 percent ."
pos,"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO ."
pos,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations ."
pos,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .
pos,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland ."
pos,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .
pos,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .
pos,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .
pos,Componenta 's objective with this agreement is to increase business on its existing production lines .
pos,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ."
pos,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .
pos,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology ."
pos,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ."
pos,EPS grew to 0.04 eur from 0.02 eur .
pos,Exports grew 16.5 percent to 19.1 million liters .
pos,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 ."
pos,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .
pos,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 ."
pos,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn ."
pos,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile ."
pos,HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .
pos,"However , the proportion of the paid standing orders grew in 2009 ."
pos,"In addition to the demand in Finland , the export of lining stone products also increased ."
pos,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 ."
pos,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 ."
pos,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ."
pos,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million ."
pos,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .
pos,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 ."
pos,"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe ."
pos,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .
pos,Net sales surged by 30 % to EUR 36 million .
pos,"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period ."
pos,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier ."
pos,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .
pos,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year ."
pos,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 ."
pos,Olvi expects sales and market share to increase in the first quarter of 2010 .
pos,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .
pos,Operating profit of the Asian plants grew markedly .
pos,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 ."
